f,a1,a2,t1,t2
0.588,0.0175,0.0059,0.5429,0.2053
0.589,0.0175,0.006,0.5429,0.2049
0.59,0.0176,0.006,0.5424,0.2002
0.591,0.0176,0.006,0.5424,0.2
0.592,0.0176,0.006,0.5418,0.1998
0.593,0.0176,0.006,0.5418,0.2084
0.594,0.0176,0.006,0.5412,0.2082
0.595,0.0176,0.006,0.5412,0.208
0.596,0.0176,0.006,0.5406,0.2077
0.597,0.0176,0.006,0.5406,0.2075
0.598,0.0175,0.006,0.54,0.2119
0.599,0.0175,0.006,0.54,0.2068
0.6,0.0174,0.0061,0.5394,0.2066
0.601,0.0174,0.0061,0.5394,0.2064
0.602,0.0173,0.0061,0.5388,0.2061
0.603,0.0172,0.0061,0.5388,0.2059
0.604,0.0171,0.006,0.5382,0.2102
0.605,0.017,0.006,0.5382,0.21
0.606,0.0169,0.006,0.5376,0.205
0.607,0.0168,0.006,0.5376,0.2002
0.608,0.0167,0.006,0.5371,0.1998
0.609,0.0167,0.006,0.5371,0.1996
0.61,0.0168,0.0059,0.5365,0.1993
0.611,0.0169,0.0059,0.5365,0.1991
0.612,0.017,0.0059,0.5359,0.2032
0.613,0.0171,0.006,0.5359,0.2077
0.614,0.0172,0.006,0.5353,0.2074
0.615,0.0173,0.006,0.5353,0.207
0.616,0.0173,0.006,0.5347,0.2067
0.617,0.0174,0.006,0.5347,0.2065
0.618,0.0174,0.006,0.5341,0.2014
0.619,0.0175,0.006,0.5341,0.2011
0.62,0.0175,0.006,0.5341,0.2007
0.621,0.0175,0.006,0.5335,0.2005
0.622,0.0175,0.006,0.5335,0.2
0.623,0.0175,0.006,0.5329,0.1953
0.624,0.0174,0.006,0.5329,0.1949
0.625,0.0174,0.006,0.5324,0.1944
0.626,0.0174,0.006,0.5324,0.194
0.627,0.0173,0.006,0.5324,0.1938
0.628,0.0172,0.0059,0.5318,0.1933
0.629,0.0172,0.0059,0.5318,0.1929
0.63,0.0171,0.0059,0.5312,0.1924
0.631,0.017,0.0059,0.5312,0.192
0.632,0.0168,0.0059,0.5312,0.1916
0.633,0.0167,0.0059,0.5312,0.1911
0.634,0.0166,0.0059,0.5306,0.1907
0.635,0.0168,0.0059,0.5306,0.1861
0.636,0.0169,0.006,0.5306,0.1859
0.637,0.017,0.006,0.5306,0.1854
0.638,0.0171,0.006,0.5306,0.185
0.639,0.0172,0.006,0.5306,0.1846
0.64,0.0172,0.006,0.5312,0.1882
0.641,0.0173,0.006,0.5312,0.1923
0.642,0.0173,0.006,0.5318,0.1918
0.643,0.0174,0.006,0.5656,0.1916
0.644,0.0174,0.006,0.5662,0.1911
0.645,0.0174,0.006,0.5669,0.1909
0.646,0.0174,0.006,0.5681,0.1905
0.647,0.0174,0.006,0.5688,0.1902
0.648,0.0173,0.006,0.57,0.1898
0.649,0.0173,0.006,0.5712,0.1895
0.65,0.0172,0.006,0.5731,0.1893
0.651,0.0174,0.006,0.5744,0.1891
0.652,0.0175,0.006,0.5762,0.1886
0.653,0.0177,0.0059,0.5775,0.1884
0.654,0.0178,0.0059,0.5794,0.184
0.655,0.018,0.0059,0.5812,0.2146
0.656,0.0181,0.006,0.5831,0.2143
0.657,0.0182,0.006,0.585,0.2139
0.658,0.0183,0.006,0.5869,0.2135
0.659,0.0185,0.006,0.5473,0.2133
0.66,0.0185,0.006,0.5473,0.2128
0.661,0.0186,0.0061,0.5467,0.2171
0.662,0.0187,0.0061,0.5919,0.2167
0.663,0.0188,0.0061,0.5906,0.2164
0.664,0.0188,0.0061,0.59,0.216
0.665,0.0189,0.0061,0.59,0.2156
0.666,0.0189,0.0061,0.5894,0.2151
0.667,0.0189,0.0061,0.5888,0.2147
0.668,0.019,0.0061,0.5888,0.2142
0.669,0.019,0.006,0.5881,0.2138
0.67,0.019,0.006,0.5875,0.2136
0.671,0.019,0.006,0.5875,0.2131
0.672,0.0189,0.006,0.5869,0.2127
0.673,0.0189,0.006,0.5869,0.217
0.674,0.0189,0.0061,0.5863,0.2168
0.675,0.0188,0.0061,0.5856,0.2116
0.676,0.0191,0.0062,0.5856,0.2111
0.677,0.0193,0.0062,0.585,0.2109
0.678,0.0195,0.0062,0.585,0.2104
0.679,0.0196,0.0063,0.5844,0.21
0.68,0.0198,0.0063,0.5844,0.2098
0.681,0.02,0.0063,0.5838,0.2093
0.682,0.0202,0.0064,0.5831,0.2091
0.683,0.0204,0.0064,0.5831,0.2089
0.684,0.0206,0.0064,0.5825,0.2132
0.685,0.0208,0.0064,0.5825,0.213
0.686,0.021,0.0064,0.5819,0.2127
0.687,0.0212,0.0064,0.5812,0.2123
0.688,0.0214,0.0065,0.5812,0.212
0.689,0.0216,0.0065,0.5806,0.2118
0.69,0.0218,0.0065,0.5806,0.2114
0.691,0.0219,0.0065,0.58,0.2111
0.692,0.0221,0.0065,0.58,0.2062
0.693,0.0222,0.0065,0.5794,0.206
0.694,0.0224,0.0065,0.5788,0.2058
0.695,0.0225,0.0065,0.5788,0.2056
0.696,0.0226,0.0065,0.5781,0.2051
0.697,0.0228,0.0065,0.5781,0.2049
0.698,0.0229,0.0066,0.5775,0.2047
0.699,0.023,0.0066,0.5775,0.2044
0.7,0.0231,0.0066,0.5769,0.2042
0.701,0.0232,0.0066,0.5762,0.204
0.702,0.0232,0.0066,0.5762,0.2038
0.703,0.0233,0.0066,0.5756,0.2036
0.704,0.0234,0.0066,0.5756,0.2033
0.705,0.0234,0.0066,0.575,0.2031
0.706,0.0235,0.0066,0.5744,0.1983
0.707,0.0235,0.0066,0.5744,0.2024
0.708,0.0236,0.0066,0.5738,0.2022
0.709,0.0236,0.0066,0.5738,0.202
0.71,0.0236,0.0066,0.5731,0.2018
0.711,0.0236,0.0066,0.5725,0.2016
0.712,0.0236,0.0066,0.5725,0.2013
0.713,0.0236,0.0066,0.5719,0.2011
0.714,0.0236,0.0065,0.5719,0.2009
0.715,0.0236,0.0065,0.5712,0.2007
0.716,0.0236,0.0065,0.5706,0.2004
0.717,0.0235,0.0065,0.5706,0.1959
0.718,0.0235,0.0065,0.57,0.1954
0.719,0.0234,0.0065,0.57,0.1952
0.72,0.0234,0.0066,0.5694,0.195
0.721,0.0233,0.0066,0.5688,0.1948
0.722,0.0232,0.0066,0.5688,0.1904
0.723,0.0231,0.0066,0.5681,0.1862
0.724,0.0232,0.0066,0.5675,0.186
0.725,0.0233,0.0066,0.6053,0.1856
0.726,0.0234,0.0067,0.6047,0.1816
0.727,0.0235,0.0067,0.604,0.1891
0.728,0.0235,0.0067,0.604,0.1889
0.729,0.0236,0.0067,0.6033,0.1887
0.73,0.0236,0.0067,0.565,0.1883
0.731,0.0237,0.0067,0.565,0.1881
0.732,0.0237,0.0067,0.5644,0.1879
0.733,0.0237,0.0067,0.5638,0.1874
0.734,0.0237,0.0067,0.5631,0.1872
0.735,0.0237,0.0067,0.6,0.187
0.736,0.0237,0.0067,0.6,0.1866
0.737,0.0237,0.0066,0.5993,0.1864
0.738,0.0236,0.0066,0.5987,0.1862
0.739,0.0236,0.0066,0.598,0.1857
0.74,0.0235,0.0066,0.5973,0.1855
0.741,0.0234,0.0066,0.596,0.1812
0.742,0.0234,0.0066,0.5953,0.181
0.743,0.0233,0.0067,0.594,0.1845
0.744,0.0234,0.0067,0.5927,0.1843
0.745,0.0235,0.0067,0.5913,0.188
0.746,0.0236,0.0067,0.5887,0.1876
0.747,0.0237,0.0067,0.5707,0.1874
0.748,0.0237,0.0067,0.5667,0.187
0.749,0.0238,0.0067,0.5647,0.1867
0.75,0.0238,0.0067,0.564,0.1863
0.751,0.0238,0.0067,0.5627,0.1861
0.752,0.0238,0.0067,0.562,0.1857
0.753,0.0238,0.0067,0.5613,0.1815
0.754,0.0238,0.0067,0.5607,0.1813
0.755,0.0238,0.0067,0.56,0.2058
0.756,0.0237,0.0067,0.56,0.2054
0.757,0.0237,0.0067,0.5593,0.2096
0.758,0.0236,0.0067,0.5587,0.2091
0.759,0.0236,0.0067,0.558,0.2135
0.76,0.0235,0.0067,0.558,0.213
0.761,0.0236,0.0067,0.5573,0.2128
0.762,0.0237,0.0067,0.5567,0.2079
0.763,0.0238,0.0067,0.5567,0.2077
0.764,0.0239,0.0067,0.62,0.2072
0.765,0.0239,0.0067,0.6181,0.207
0.766,0.024,0.0067,0.6169,0.2066
0.767,0.024,0.0067,0.6144,0.2064
0.768,0.024,0.0067,0.6119,0.206
0.769,0.024,0.0067,0.6094,0.2102
0.77,0.024,0.0067,0.6063,0.2053
0.771,0.0239,0.0067,0.6038,0.2051
0.772,0.0239,0.0067,0.6013,0.2091
0.773,0.0238,0.0067,0.5994,0.2089
0.774,0.0237,0.0067,0.5981,0.2085
0.775,0.0239,0.0067,0.5969,0.2083
0.776,0.024,0.0067,0.5956,0.208
0.777,0.024,0.0068,0.5944,0.2076
0.778,0.0241,0.0068,0.5938,0.2074
0.779,0.0242,0.0068,0.5931,0.207
0.78,0.0242,0.0068,0.5919,0.2067
0.781,0.0242,0.0067,0.5913,0.2065
0.782,0.0242,0.0067,0.5906,0.2061
0.783,0.0242,0.0067,0.59,0.2059
0.784,0.0242,0.0067,0.5894,0.2057
0.785,0.0241,0.0067,0.5888,0.2052
0.786,0.0241,0.0068,0.5888,0.2096
0.787,0.0241,0.0068,0.5881,0.2093
0.788,0.0242,0.0068,0.5875,0.2091
0.789,0.0243,0.0068,0.5869,0.2089
0.79,0.0244,0.0068,0.5863,0.2084
0.791,0.0244,0.0068,0.5863,0.2082
0.792,0.0244,0.0068,0.5856,0.2127
0.793,0.0245,0.0068,0.585,0.2078
0.794,0.0245,0.0068,0.5844,0.203
0.795,0.0244,0.0068,0.5844,0.2073
0.796,0.0244,0.0068,0.5838,0.2071
0.797,0.0243,0.0068,0.5831,0.2069
0.798,0.0244,0.0068,0.5825,0.2067
0.799,0.0245,0.0068,0.5825,0.2064
0.8,0.0246,0.0068,0.5819,0.2062
0.801,0.0247,0.0068,0.5812,0.206
0.802,0.0247,0.0068,0.5812,0.2058
0.803,0.0247,0.0068,0.5806,0.2053
0.804,0.0247,0.0068,0.58,0.2051
0.805,0.0247,0.0068,0.58,0.2004
0.806,0.0247,0.0068,0.5794,0.2047
0.807,0.0247,0.0068,0.5788,0.2142
0.808,0.0248,0.0068,0.6173,0.214
0.809,0.0249,0.0068,0.6167,0.2137
0.81,0.025,0.0068,0.616,0.2135
0.811,0.025,0.0068,0.616,0.2133
0.812,0.0251,0.0068,0.6153,0.2082
0.813,0.0251,0.0068,0.6147,0.208
0.814,0.0251,0.0068,0.614,0.2077
0.815,0.025,0.0069,0.614,0.2075
0.816,0.0251,0.0069,0.6133,0.2073
0.817,0.0252,0.0069,0.6127,0.207
0.818,0.0253,0.0069,0.6127,0.2068
0.819,0.0254,0.0069,0.612,0.202
0.82,0.0254,0.0069,0.6113,0.2064
0.821,0.0254,0.0069,0.6113,0.2061
0.822,0.0254,0.0069,0.6107,0.2059
0.823,0.0254,0.0069,0.61,0.2057
0.824,0.0254,0.0068,0.61,0.2055
0.825,0.0253,0.0068,0.6093,0.2052
0.826,0.0252,0.0068,0.6087,0.205
0.827,0.0251,0.0068,0.608,0.2095
0.828,0.025,0.0068,0.608,0.2093
0.829,0.0248,0.0067,0.6073,0.2091
0.83,0.0246,0.0067,0.6067,0.2088
0.831,0.0244,0.0067,0.606,0.2086
0.832,0.0242,0.0067,0.6053,0.2084
0.833,0.024,0.0066,0.6053,0.2131
0.834,0.0237,0.0066,0.6047,0.2129
0.835,0.0238,0.0066,0.604,0.2126
0.836,0.024,0.0065,0.6033,0.2074
0.837,0.0242,0.0066,0.6027,0.2072
0.838,0.0244,0.0066,0.602,0.207
0.839,0.0246,0.0066,0.6013,0.2067
0.84,0.0247,0.0066,0.6007,0.2063
0.841,0.0249,0.0066,0.6,0.206
0.842,0.025,0.0067,0.5993,0.2058
0.843,0.0252,0.0067,0.5987,0.2056
0.844,0.0255,0.0067,0.598,0.2053
0.845,0.0262,0.0067,0.5973,0.2051
0.846,0.0268,0.0068,0.5967,0.2049
0.847,0.0275,0.0069,0.5588,0.2044
0.848,0.0281,0.0069,0.5575,0.2042
0.849,0.0288,0.007,0.5569,0.204
0.85,0.0294,0.0071,0.5562,0.2037
0.851,0.0301,0.0071,0.555,0.2035
0.852,0.0307,0.0072,0.5538,0.2033
0.853,0.0314,0.0073,0.5531,0.2028
0.854,0.032,0.0074,0.5519,0.2074
0.855,0.0326,0.0074,0.5506,0.2298
0.856,0.0332,0.0075,0.5494,0.2295
0.857,0.0339,0.0076,0.5488,0.2293
0.858,0.0345,0.0076,0.5475,0.2291
0.859,0.0351,0.0077,0.5462,0.2286
0.86,0.0357,0.0078,0.545,0.2284
0.861,0.0363,0.0078,0.5841,0.2281
0.862,0.0369,0.0079,0.5829,0.2277
0.863,0.0375,0.008,0.5824,0.2274
0.864,0.0381,0.008,0.5812,0.2272
0.865,0.0387,0.0081,0.58,0.2218
0.866,0.0393,0.0082,0.5794,0.2214
0.867,0.0399,0.0082,0.5782,0.2211
0.868,0.0405,0.0083,0.5771,0.2209
0.869,0.0411,0.0083,0.5759,0.2205
0.87,0.0416,0.0084,0.5753,0.2253
0.871,0.0422,0.0084,0.5741,0.2251
0.872,0.0428,0.0085,0.5729,0.2249
0.873,0.0433,0.0085,0.5724,0.2244
0.874,0.0439,0.0086,0.5712,0.2242
0.875,0.0444,0.0086,0.5706,0.224
0.876,0.045,0.0087,0.5694,0.2237
0.877,0.0455,0.0087,0.5688,0.2235
0.878,0.046,0.0088,0.5676,0.223
0.879,0.0465,0.0088,0.5671,0.2228
0.88,0.047,0.0089,0.5665,0.2226
0.881,0.0476,0.0089,0.5653,0.2223
0.882,0.048,0.009,0.5647,0.2221
0.883,0.0486,0.009,0.5641,0.2219
0.884,0.049,0.009,0.5635,0.2216
0.885,0.0495,0.0091,0.5629,0.2264
0.886,0.05,0.0091,0.5624,0.2209
0.887,0.0505,0.0091,0.5618,0.226
0.888,0.0509,0.0092,0.5612,0.2257
0.889,0.0514,0.0092,0.5606,0.2255
0.89,0.0518,0.0092,0.56,0.2252
0.891,0.0523,0.0093,0.5594,0.225
0.892,0.0527,0.0093,0.5588,0.2248
0.893,0.0531,0.0093,0.5588,0.2193
0.894,0.0536,0.0093,0.5582,0.2191
0.895,0.054,0.0093,0.5576,0.2188
0.896,0.0544,0.0094,0.5571,0.2186
0.897,0.0548,0.0094,0.5565,0.2184
0.898,0.0552,0.0094,0.5565,0.2184
0.899,0.0556,0.0094,0.5559,0.2181
0.9,0.0559,0.0095,0.5553,0.2179
0.901,0.0563,0.0095,0.5547,0.2177
0.902,0.0567,0.0095,0.5894,0.2174
0.903,0.057,0.0095,0.5888,0.2172
0.904,0.0574,0.0096,0.5881,0.217
0.905,0.0577,0.0096,0.5881,0.2167
0.906,0.0581,0.0096,0.5875,0.2167
0.907,0.0585,0.0096,0.5869,0.2165
0.908,0.0589,0.0097,0.5869,0.2163
0.909,0.0593,0.0097,0.5863,0.216
0.91,0.0597,0.0097,0.5856,0.2158
0.911,0.0601,0.0098,0.5856,0.2158
0.912,0.0605,0.0098,0.585,0.2156
0.913,0.061,0.0098,0.5844,0.2153
0.914,0.0614,0.0098,0.5844,0.2102
0.915,0.0619,0.0099,0.5838,0.21
0.916,0.0624,0.0099,0.5831,0.2149
0.917,0.0628,0.0099,0.5831,0.2147
0.918,0.0633,0.01,0.5825,0.2144
0.919,0.0639,0.01,0.5825,0.2142
0.92,0.0644,0.01,0.5819,0.2142
0.921,0.0649,0.0101,0.5812,0.214
0.922,0.0655,0.0101,0.5812,0.2137
0.923,0.066,0.0101,0.5806,0.2135
0.924,0.0666,0.0102,0.5806,0.2135
0.925,0.0672,0.0102,0.58,0.2183
0.926,0.0678,0.0102,0.5794,0.2181
0.927,0.0685,0.0102,0.5794,0.2179
0.928,0.0691,0.0103,0.5788,0.2179
0.929,0.0698,0.0103,0.5788,0.2176
0.93,0.0704,0.0103,0.5781,0.2174
0.931,0.071,0.0103,0.5775,0.2174
0.932,0.0716,0.0103,0.5775,0.2171
0.933,0.0721,0.0103,0.5769,0.2169
0.934,0.0727,0.0103,0.5769,0.2167
0.935,0.0732,0.0103,0.5762,0.2167
0.936,0.0737,0.0102,0.5762,0.2164
0.937,0.0742,0.0102,0.5756,0.2162
0.938,0.0746,0.0102,0.575,0.2162
0.939,0.075,0.0102,0.575,0.216
0.94,0.0754,0.0101,0.5744,0.2157
0.941,0.0757,0.0101,0.5744,0.2157
0.942,0.0761,0.0101,0.5738,0.2155
0.943,0.0764,0.01,0.5738,0.2102
0.944,0.0767,0.01,0.5731,0.2052
0.945,0.0769,0.0099,0.5725,0.2052
0.946,0.0771,0.0099,0.5725,0.205
0.947,0.0773,0.0098,0.5719,0.2095
0.948,0.0775,0.0097,0.5719,0.2095
0.949,0.0777,0.0097,0.5712,0.2093
0.95,0.0778,0.0096,0.5712,0.2091
0.951,0.0779,0.0095,0.5706,0.2091
0.952,0.078,0.0095,0.5706,0.2088
0.953,0.078,0.0094,0.57,0.2086
0.954,0.078,0.0093,0.57,0.2086
0.955,0.078,0.0092,0.5694,0.2036
0.956,0.078,0.0091,0.5688,0.2034
0.957,0.0779,0.009,0.5688,0.2034
0.958,0.0778,0.0089,0.5681,0.2032
0.959,0.0777,0.0088,0.5681,0.203
0.96,0.0776,0.0087,0.5675,0.203
0.961,0.0774,0.0086,0.5675,0.1982
0.962,0.0772,0.0085,0.5669,0.198
0.963,0.077,0.0084,0.5669,0.198
0.964,0.0768,0.0083,0.5662,0.1978
0.965,0.0765,0.0082,0.5656,0.1976
0.966,0.0762,0.0081,0.5656,0.1976
0.967,0.0759,0.008,0.565,0.1973
0.968,0.0756,0.0079,0.565,0.2016
0.969,0.0752,0.0078,0.5644,0.1969
0.97,0.0749,0.0076,0.5644,0.1969
0.971,0.0745,0.0075,0.5638,0.2148
0.972,0.074,0.0074,0.5638,0.2148
0.973,0.0736,0.0072,0.5631,0.2146
0.974,0.0731,0.0071,0.5631,0.2143
0.975,0.0726,0.007,0.5625,0.2141
0.976,0.0721,0.0068,0.5619,0.2139
0.977,0.0716,0.0067,0.5619,0.2139
0.978,0.0711,0.0065,0.5612,0.2137
0.979,0.0705,0.0064,0.5612,0.2135
0.98,0.0699,0.0063,0.5606,0.2133
0.981,0.0693,0.0061,0.5606,0.2178
0.982,0.0687,0.006,0.56,0.2178
0.983,0.0681,0.0059,0.56,0.2176
0.984,0.0674,0.0058,0.5594,0.2173
0.985,0.0668,0.0056,0.5588,0.2171
0.986,0.0663,0.0055,0.5588,0.2169
0.987,0.0656,0.0054,0.5581,0.2167
0.988,0.0649,0.0054,0.5581,0.2164
0.989,0.0642,0.0053,0.5575,0.2164
0.99,0.0634,0.0052,0.5841,0.2162
0.991,0.0626,0.0051,0.5841,0.2113
0.992,0.0618,0.005,0.5835,0.2111
0.993,0.0609,0.0049,0.5829,0.2109
0.994,0.0601,0.0048,0.5829,0.2107
0.995,0.0593,0.0047,0.5824,0.2104
0.996,0.0586,0.0046,0.5818,0.2102
0.997,0.0578,0.0045,0.5818,0.2055
0.998,0.0571,0.0044,0.5812,0.2053
0.999,0.0564,0.0043,0.5806,0.2096
1.0,0.0557,0.0043,0.5806,0.2093
1.001,0.0551,0.0042,0.58,0.2091
1.002,0.0544,0.0041,0.5794,0.2087
1.003,0.0538,0.004,0.5788,0.2085
1.004,0.0532,0.0039,0.5788,0.2083
1.005,0.0526,0.0038,0.5782,0.208
1.006,0.052,0.0037,0.5456,0.2076
1.007,0.0514,0.0036,0.5456,0.203
1.008,0.0509,0.0035,0.545,0.2028
1.009,0.0504,0.0035,0.5444,0.2023
1.01,0.0498,0.0034,0.5439,0.2021
1.011,0.0494,0.0033,0.5439,0.2019
1.012,0.0489,0.0032,0.5433,0.2015
1.013,0.0484,0.0031,0.5428,0.2013
1.014,0.0479,0.003,0.5422,0.2009
1.015,0.0474,0.003,0.5422,0.1962
1.016,0.0469,0.0029,0.5417,0.2002
1.017,0.0464,0.0028,0.5411,0.1956
1.018,0.0459,0.0028,0.5406,0.1914
1.019,0.0454,0.0027,0.5406,0.191
1.02,0.0449,0.0026,0.54,0.1908
1.021,0.0444,0.0025,0.5394,0.1944
1.022,0.0439,0.0025,0.5389,0.194
1.023,0.0434,0.0024,0.5383,0.1938
1.024,0.0428,0.0023,0.5378,0.1935
1.025,0.0423,0.0023,0.5378,0.1931
1.026,0.0418,0.0022,0.5372,0.1929
1.027,0.0413,0.0022,0.5367,0.1886
1.028,0.0407,0.0022,0.5361,0.1884
1.029,0.0402,0.0022,0.5356,0.1882
1.03,0.0397,0.0023,0.535,0.1878
1.031,0.0391,0.0023,0.5344,0.1876
1.032,0.0386,0.0024,0.5339,0.1873
1.033,0.038,0.0024,0.5333,0.1871
1.034,0.0375,0.0025,0.5328,0.1869
1.035,0.0369,0.0025,0.5322,0.1867
1.036,0.0364,0.0026,0.5317,0.1863
1.037,0.0359,0.0026,0.5311,0.1788
1.038,0.0353,0.0026,0.5306,0.1822
1.039,0.0348,0.0027,0.53,0.1857
1.04,0.0342,0.0027,0.5294,0.1855
1.041,0.0337,0.0028,0.5289,0.1853
1.042,0.0331,0.0028,0.5283,0.1851
1.043,0.0326,0.0028,0.5278,0.1851
1.044,0.032,0.0029,0.5272,0.1849
1.045,0.0315,0.0029,0.5267,0.181
1.046,0.0309,0.003,0.5261,0.1773
1.047,0.0304,0.003,0.5256,0.1771
1.048,0.0299,0.003,0.525,0.1769
1.049,0.0293,0.003,0.5244,0.1802
1.05,0.0288,0.0031,0.5239,0.18
1.051,0.0282,0.0031,0.5233,0.1835
1.052,0.0277,0.0031,0.5228,0.1798
1.053,0.0271,0.0031,0.5222,0.1796
1.054,0.0266,0.0032,0.5217,0.1794
1.055,0.0261,0.0032,0.5211,0.1792
1.056,0.0255,0.0032,0.5206,0.179
1.057,0.025,0.0032,0.52,0.1753
1.058,0.0245,0.0032,0.5194,0.1753
1.059,0.0239,0.0033,0.5189,0.19
1.06,0.0234,0.0033,0.5183,0.1898
1.061,0.0229,0.0033,0.5178,0.1933
1.062,0.0224,0.0033,0.5172,0.1931
1.063,0.0218,0.0034,0.5167,0.1929
1.064,0.0214,0.0034,0.5161,0.1968
1.065,0.0212,0.0034,0.5156,0.1966
1.066,0.021,0.0034,0.515,0.1964
1.067,0.0211,0.0034,0.5144,0.1962
1.068,0.0211,0.0035,0.5144,0.196
1.069,0.0212,0.0035,0.5139,0.1958
1.07,0.0213,0.0035,0.5133,0.1956
1.071,0.0214,0.0035,0.5128,0.1954
1.072,0.0214,0.0035,0.5122,0.1914
1.073,0.0215,0.0036,0.5117,0.1912
1.074,0.0216,0.0036,0.5117,0.191
1.075,0.0216,0.0036,0.5111,0.1908
1.076,0.0217,0.0036,0.5106,0.1906
1.077,0.0217,0.0036,0.51,0.1904
1.078,0.0218,0.0036,0.51,0.194
1.079,0.0218,0.0037,0.5094,0.1938
1.08,0.0218,0.0037,0.5089,0.1976
1.081,0.0218,0.0037,0.5083,0.1973
1.082,0.0218,0.0037,0.5083,0.1971
1.083,0.0218,0.0037,0.5078,0.1969
1.084,0.0218,0.0037,0.5072,0.1967
1.085,0.0218,0.0038,0.5067,0.1965
1.086,0.0218,0.0038,0.5067,0.1963
1.087,0.0217,0.0038,0.5061,0.1961
1.088,0.0217,0.0038,0.5056,0.1959
1.089,0.0216,0.0038,0.5056,0.1957
1.09,0.0215,0.0039,0.505,0.1955
1.091,0.0215,0.0039,0.5044,0.1953
1.092,0.0214,0.0039,0.5044,0.1992
1.093,0.0213,0.0039,0.5039,0.1949
1.094,0.0212,0.0039,0.5033,0.1947
1.095,0.0212,0.0039,0.5033,0.1945
1.096,0.0211,0.004,0.5028,0.1943
1.097,0.0211,0.004,0.5028,0.1941
1.098,0.021,0.004,0.5022,0.1939
1.099,0.0209,0.004,0.5017,0.1977
1.1,0.0208,0.004,0.5017,0.1975
1.101,0.0208,0.004,0.5011,0.1973
1.102,0.0207,0.004,0.5006,0.2013
1.103,0.0207,0.0041,0.5226,0.2011
1.104,0.0207,0.0041,0.5226,0.2009
1.105,0.0206,0.0041,0.5221,0.2006
1.106,0.0206,0.0041,0.5216,0.2048
1.107,0.0205,0.0041,0.5211,0.2046
1.108,0.0204,0.0041,0.5205,0.2043
1.109,0.0203,0.0041,0.5205,0.2041
1.11,0.0203,0.0041,0.52,0.1996
1.111,0.0203,0.0041,0.5195,0.1994
1.112,0.0203,0.0041,0.5189,0.1991
1.113,0.0203,0.0041,0.5184,0.1989
1.114,0.0202,0.0041,0.5184,0.1987
1.115,0.0202,0.0041,0.5179,0.1987
1.116,0.0201,0.0041,0.5174,0.1985
1.117,0.0201,0.0041,0.5168,0.1983
1.118,0.02,0.0041,0.5163,0.1981
1.119,0.0199,0.0041,0.5158,0.1979
1.12,0.0199,0.0041,0.5158,0.1935
1.121,0.0199,0.0041,0.5153,0.1933
1.122,0.0199,0.0041,0.5147,0.1931
1.123,0.0199,0.0041,0.5142,0.1929
1.124,0.0199,0.0041,0.5137,0.1929
1.125,0.0199,0.0041,0.5132,0.1927
1.126,0.0198,0.0041,0.487,0.1966
1.127,0.0198,0.004,0.4865,0.1964
1.128,0.0197,0.004,0.486,0.1962
1.129,0.0196,0.004,0.4855,0.196
1.13,0.0196,0.004,0.485,0.2002
1.131,0.0196,0.004,0.4845,0.2044
1.132,0.0196,0.004,0.484,0.2042
1.133,0.0196,0.004,0.4835,0.204
1.134,0.0196,0.0039,0.483,0.2038
1.135,0.0196,0.0039,0.482,0.2038
1.136,0.0196,0.0039,0.4815,0.2036
1.137,0.0195,0.0039,0.481,0.2033
1.138,0.0195,0.0039,0.4805,0.2031
1.139,0.0195,0.0039,0.48,0.2031
1.14,0.0194,0.004,0.4795,0.2029
1.141,0.0194,0.004,0.479,0.2027
1.142,0.0193,0.004,0.478,0.2024
1.143,0.0193,0.004,0.4775,0.2024
1.144,0.0193,0.004,0.477,0.2022
1.145,0.0193,0.004,0.4765,0.202
1.146,0.0193,0.004,0.476,0.2018
1.147,0.0193,0.004,0.4755,0.1974
1.148,0.0193,0.004,0.4745,0.193
1.149,0.0193,0.004,0.474,0.1928
1.15,0.0193,0.004,0.4735,0.1926
1.151,0.0193,0.004,0.473,0.1926
1.152,0.0193,0.004,0.4725,0.1923
1.153,0.0193,0.004,0.472,0.1921
1.154,0.0192,0.0041,0.4715,0.1919
1.155,0.0192,0.0041,0.471,0.1919
1.156,0.0191,0.0041,0.4705,0.2102
1.157,0.0191,0.0041,0.47,0.2102
1.158,0.019,0.0041,0.4695,0.21
1.159,0.0191,0.0041,0.469,0.2098
1.16,0.0191,0.0041,0.4685,0.2096
1.161,0.0191,0.0041,0.468,0.2094
1.162,0.0191,0.0041,0.4675,0.2091
1.163,0.0191,0.0041,0.4675,0.2091
1.164,0.0191,0.0041,0.467,0.2089
1.165,0.0191,0.0042,0.4665,0.2133
1.166,0.0191,0.0042,0.466,0.213
1.167,0.0191,0.0042,0.4655,0.2128
1.168,0.0191,0.0042,0.4655,0.2126
1.169,0.0191,0.0042,0.465,0.2124
1.17,0.0191,0.0042,0.4645,0.2124
1.171,0.019,0.0042,0.464,0.2122
1.172,0.019,0.0042,0.464,0.212
1.173,0.019,0.0042,0.4635,0.2117
1.174,0.0189,0.0042,0.463,0.2115
1.175,0.0189,0.0042,0.463,0.2113
1.176,0.0189,0.0042,0.4625,0.2066
1.177,0.0189,0.0042,0.462,0.2064
1.178,0.0189,0.0043,0.4863,0.2064
1.179,0.019,0.0043,0.4858,0.2062
1.18,0.019,0.0043,0.4853,0.206
1.181,0.019,0.0043,0.4853,0.2057
1.182,0.019,0.0043,0.4847,0.2013
1.183,0.019,0.0043,0.4842,0.2053
1.184,0.019,0.0043,0.4842,0.2051
